Country;Area;WebsiteName;WebsiteURL;Type
New Zealand;Gisborne;89FM;gmc.co.nz/;GI
New Zealand;Gisborne;Gisborne Herald;www.gisborneherald.co.nz/;GI
New Zealand;Hastings;Hastings Leader;hastingsleader.communitynews.co.nz/;GI
New Zealand;Hastings;Hawke's Bay Today;www.nzherald.co.nz/hawkes-bay-today/news/headlines.cfm?c_id=1503462;GI
New Zealand;Havelock North;Havelock North Village Press;havelocknorthvillagepress.communitynews.co.nz/;GI
New Zealand;Napier;Napier Courier;napiercourier.communitynews.co.nz/;GI
New Zealand;Waipukurau;CHB Mail;chbmail.communitynews.co.nz/;GI
New Zealand;Wairoa;Wairoa Star;www.wairoastar.co.nz/;GI
New Zealand;Dannevirke;Bush Telegraph;bushtelegraph.communitynews.co.nz/;GI
New Zealand;Levin;Horowhenua Chronicle;horowhenuachronicle.communitynews.co.nz/;GI
New Zealand;Levin;Horowhenua Chronicle;www.nzherald.co.nz/horowhenua-chronicle/news/headlines.cfm?c_id=1503788;GI
New Zealand;Levin;Horowhenua Mail;www.stuff.co.nz/dominion-post/news/local-papers/horowhenua-mail/;GI
New Zealand;Ohakune;Manawatu Standard;www.stuff.co.nz/manawatu-standard/;GI
New Zealand;Palmerston North;Manawatu Guardian;manawatuguardian.communitynews.co.nz/;GI
New Zealand;Palmerston North;Manawatu Guardian;www.nzherald.co.nz/manawatu-guardian/news/headlines.cfm?c_id=1503567;GI
New Zealand;Palmerston North;Ruapehu Bulletin;www.ohakune.info/;GI
New Zealand;Wanganui;Wanganui Chronicle;www.nzherald.co.nz/wanganui-chronicle/news/headlines.cfm?c_id=1503426;GI
New Zealand;Wanganui;Wanganui Midweek;wanganuimidweek.communitynews.co.nz/;GI
New Zealand;Blenheim;Blenheim Sun;blenheimsun.co.nz/;GI
New Zealand;Blenheim;Marlborough Express;www.stuff.co.nz/marlborough-express/;GI
New Zealand;Nelson;Nelson Mail;www.stuff.co.nz/nelson-mail/;GI
New Zealand;Nelson;Nelson Weekly;nelsonweekly.co.nz/;GI
New Zealand;Kaikohe;Northern News;www.stuff.co.nz/auckland/local-news/northland/northern-news/;GI
New Zealand;Kaitaia;Northland Age;www.nzherald.co.nz/northland-age/news/headlines.cfm?c_id=1503402;GI
New Zealand;Mangawhai;Mangawhai Focus;www.mangawhaifocus.co.nz/;GI
New Zealand;Whangarei;Northern Advocate;www.nzherald.co.nz/northern-advocate/news/headlines.cfm?c_id=1503450;GI
New Zealand;Whangarei;Whangarei Report;whangareireport.communitynews.co.nz/;GI
New Zealand;Alexandra;News;www.thenews.co.nz/;GI
New Zealand;Cromwell;Cromwell Bulletin;issuu.com/cromwellbulletin;GI
New Zealand;Dunedin;39 Southern Television;www.channel39.co.nz/;GI
New Zealand;Dunedin;Otago Daily Times;www.odt.co.nz/;GI
New Zealand;Dunedin;Southern Rural Life;www.odt.co.nz/source/southern-rural-life;AG
New Zealand;Dunedin;Star;www.thestar.co.nz/;GI
New Zealand;Oamaru;Oamaru Mail;www.oamarumail.co.nz/;GI
New Zealand;Queenstown;Mountain Scene;www.scene.co.nz/;GI
New Zealand;Gore;Ensign;www.theensign.co.nz/;GI
New Zealand;Gore;News Link;www.neighbourly.co.nz/publication/newslink;GI
New Zealand;Invercargill;Eye;www.neighbourly.co.nz/publication/the-eye;GI
New Zealand;Invercargill;Southland Express;www.southlandexpress.co.nz/;GI
New Zealand;Invercargill;Southland Times;www.stuff.co.nz/southland-times/;GI
New Zealand;Te Anau;Advocate South;www.thesouthlandapp.co.nz/advocatesouth/;GI
New Zealand;New Plymouth;Taranaki Daily News;www.stuff.co.nz/taranaki-daily-news/;GI
New Zealand;Oakura;Oakura Messenger;thetom.co.nz/;GI
New Zealand;Stratford;Stratford Press;stratfordpress.communitynews.co.nz/;GI
New Zealand;Stratford;Stratford Press;www.nzherald.co.nz/stratford-press/news/headlines.cfm?c_id=1503390;GI
New Zealand;Motueka;Guardian;www.guardianmotueka.co.nz/;GI
New Zealand;Richmond;Waimea Weekly;www.waimeaweekly.co.nz/;GI
New Zealand;Takaka;G.B. Weekly;www.gbweekly.co.nz/;GI
New Zealand;Cambridge;Cambridge News;www.cambridgenews.nz/;GI
New Zealand;Hamilton;Hamilton News;www.hamiltonnews.communitynews.co.nz/;GI
New Zealand;Hamilton;Hamilton News;www.nzherald.co.nz/hamilton-news/news/headlines.cfm?c_id=1503366;GI
New Zealand;Hamilton;Waikato News;hamiltonmetronews.communitynews.co.nz/;GI
New Zealand;Hamilton;Waikato Times;www.stuff.co.nz/waikato-times/;GI
New Zealand;Raglan;Raglan Chronicle;www.raglanchronicle.co.nz/;GI
New Zealand;Taupo;Taupo and Turangi Weekender;taupoturangiweekender.communitynews.co.nz/;GI
New Zealand;Te Awamutu;Te Awamutu Courier;teawamutucourier.communitynews.co.nz/;GI
New Zealand;Te Awamutu;Te Awamutu Courier;www.nzherald.co.nz/te-awamutu-courier/news/headlines.cfm?c_id=1504325;GI
New Zealand;Te Awamatu;Waipa Post;waipapost.communitynews.co.nz/;GI
New Zealand;Te Kuiti;Waitomo News;waitomonews.co.nz/;GI
New Zealand;Waihi;Waihi Leader;waihileader.communitynews.co.nz/;GI
New Zealand;Whangamata;Coastal News;coastalnews.communitynews.co.nz/;GI
New Zealand;Whitianga;Mercury Bay Informer;www.theinformer.co.nz/;GI
New Zealand;Lower Hutt;Hutt News;www.stuff.co.nz/dominion-post/news/local-papers/hutt-news/;GI
New Zealand;Eastbourne;Eastbourne Herald;issuu.com/theeastbourneherald;GI
New Zealand;Kapiti;Kapiti News;kapitinews.communitynews.co.nz/;GI
New Zealand;Kapiti;Kapiti News;www.nzherald.co.nz/kapiti-news/news/headlines.cfm?c_id=1503789;GI
New Zealand;Kapiti;Kapiti Observer;www.stuff.co.nz/dominion-post/news/local-papers/kapiti-observer/;GI
New Zealand;Masterton;Wairarapa News;www.stuff.co.nz/dominion-post/news/local-papers/wairarapa-news/;GI
New Zealand;Masterton;Wairarapa Times Age;times-age.co.nz/;GI
New Zealand;Porirua;Kapi Mana News;www.stuff.co.nz/dominion-post/news/local-papers/kapi-mana-news/;GI
New Zealand;Upper Hutt;Upper Hutt Leader;www.stuff.co.nz/dominion-post/news/local-papers/upper-hutt-leader/;GI
New Zealand;Wainuiomata;Wainuiomata News;www.wainuiomatanews.co.nz/;GI
New Zealand;Wellington;Capital;www.capitalmag.co.nz/;GI
New Zealand;Wellington;Dominion Post;www.stuff.co.nz/dominion-post/;GI
New Zealand;Wellington;Home Voice Chinese Weekly News;www.homevoice.co.nz/;ET
New Zealand;Wellington;Regional News;www.regionalnews.kiwi/;GI
New Zealand;Wellington;Wellingtonian;www.neighbourly.co.nz/publication/the-wellingtonian;GI
New Zealand;Wellington (North);Independent Herald;independentherald.co.nz/;GI
New Zealand;Wellington (South);Cook Strait News;cookstraitnews.co.nz/;GI
New Zealand;Greymouth;Greymouth Star;www.greystar.co.nz/;GI
New Zealand;Greymouth;West Coast Messenger;issuu.com/westcoastmessenger;GI
New Zealand;Westport;Westport News;www.wpn.co.nz/;GI
